"","pop","StringencyIndex_Average","e_lag1","t_p_corr_running_e","c_lag1","t_p_corr_running_c","e_lag2","c_lag2","e_lag3","c_lag3","e_lag4","c_lag4","e_lag5","c_lag5","e_lag6","c_lag6","e_lag1:t_p_corr_running_e","c_lag1:t_p_corr_running_c","t_p_corr_running_e:e_lag2","t_p_corr_running_c:c_lag2","t_p_corr_running_e:e_lag3","t_p_corr_running_c:c_lag3","t_p_corr_running_e:e_lag4","t_p_corr_running_c:c_lag4","t_p_corr_running_e:e_lag5","t_p_corr_running_c:c_lag5","t_p_corr_running_e:e_lag6","t_p_corr_running_c:c_lag6"
"e_lag4",0.000579682570016312,2.70244125871599e-06,-0.00499579274393491,NA,-0.00612245848113053,NA,0.0369109756221972,0.0195957456686287,-0.079767230742312,-0.026073950245861,0.130736989473583,0.0179239729286067,-0.0745008806583222,-0.0112803867187116,0.0301575807934946,0.00787141788636829,0.00667550774704512,0.00833951312613281,-0.0506599390525607,-0.0265684795351515,0.109809288945508,0.0352588868689075,-0.18010947470128,-0.0242082366504422,0.102768318843213,0.0152327564261649,-0.0415672706850996,-0.0106740963470423
"c_lag4",-0.00115305257956234,5.21320484506294e-06,-0.0109417071349237,NA,-0.00806796882014344,NA,0.0189174007701442,0.0801486979288694,-0.016141035242883,-0.245705218652579,0.0179239729286067,0.356991881273999,-0.0219555374517071,-0.244332573914654,0.0141234723843115,0.072866282085347,0.0138166020312941,0.0120649324725169,-0.0241343029708403,-0.115113906704506,0.0208932944784411,0.350622838232969,-0.0234025465036458,-0.509008172926365,0.0286073634893225,0.348388188347073,-0.0182575994974698,-0.104113637815936
"e_lag5",0.000575119374341445,-1.25784041160412e-06,-0.0160993114336846,NA,-0.000908307834211569,NA,0.00272453625333018,-0.00613274947402631,0.0326588119294287,0.0181806950265397,-0.0745008806583222,-0.0219555374517071,0.120746452482961,0.00881177320476262,-0.0567457254036939,0.0012959280419514,0.0225584612453307,0.00118842837866413,-0.00406004005476683,0.00831354935996802,-0.0450156207351699,-0.0244659435146301,0.102766843121559,0.0295875890977686,-0.166512810866659,-0.011919474209994,0.0782263138990024,-0.00171074627175898
"c_lag5",0.00496822448455157,-8.58495581825273e-06,0.0070395482488196,NA,-0.000520028418070129,NA,-0.0162996778634268,-0.00964234628825519,0.018604058680911,0.0826597366087155,-0.0112803867187116,-0.244332573914654,0.00881177320476262,0.319288315949334,-0.014833368792737,-0.157303163922709,-0.00897978500231086,0.000253156214398049,0.0208365236920396,0.0144338858805355,-0.0240768296163452,-0.118113918637486,0.0147224810267102,0.348369573393393,-0.0115171533329039,-0.455601181063214,0.0192209183285199,0.224752191944317
"e_lag6",-0.00130205125375563,1.68934746880721e-05,0.0131386247153096,NA,0.00550674206434004,NA,-0.017244945812715,-0.00422032236784119,-0.00201038610592695,-0.00458700511503173,0.0301575807934946,0.0141234723843115,-0.0567457254036939,-0.014833368792737,0.0854082510374905,0.00450821884265654,-0.0182309128471973,-0.00716704667907501,0.0240478629926803,0.00540374925416296,0.00284047466139545,0.00620907372647285,-0.0415596810495955,-0.0188912686213776,0.0782305291045635,0.019934488190938,-0.117529369310077,-0.00617557399422651
"c_lag6",-0.00323725353267064,-3.05125784034479e-07,-0.00178772985657249,NA,-0.00195326668952952,NA,0.00763445089296509,0.00263052881134708,-0.00943198593508047,-0.0104116000985856,0.00787141788636829,0.072866282085347,0.0012959280419514,-0.157303163922709,0.00450821884265654,0.128595907642421,0.00228420060111931,0.00281065090294301,-0.00986891672782602,-0.00386610667108457,0.0121557084403327,0.0150000720890035,-0.0103184390179478,-0.10409812760957,-0.00166041712643935,0.224737624644636,-0.00593274870544857,-0.183953515641277
"e_lag1:t_p_corr_running_e",-0.00119544106569865,1.03985025443786e-06,-0.122885125265203,NA,0.00298599748427718,NA,0.0882552675914451,0.000876924352718356,-0.0469785283279922,-0.0135422584576506,0.00667550774704512,0.0138166020312941,0.0225584612453307,-0.00897978500231086,-0.0182309128471973,0.00228420060111931,0.17371747785619,-0.00433613038839536,-0.124767611334018,-0.00130535833537543,0.0664240666950364,0.0198094892019745,-0.00943688326424144,-0.020194031867615,-0.0318928209840502,0.0131172276466591,0.0257878891547179,-0.00333531915844672
"c_lag1:t_p_corr_running_c",0.00614558306855286,-5.34571406397225e-06,0.00306279956660674,NA,-0.177013359661566,NA,0.0122679119221105,0.219062231463929,-0.0164794457479357,-0.098849487622422,0.00833951312613281,0.0120649324725169,0.00118842837866413,0.000253156214398049,-0.00716704667907501,0.00281065090294301,-0.00433613038839536,0.258659519418952,-0.0173127512043068,-0.320172899806112,0.023229319168492,0.144480744653081,-0.0117887733389019,-0.0176777539509849,-0.00166401914832887,-0.000307582870177203,0.0100504115706782,-0.00413221228458173
"t_p_corr_running_e:e_lag2",-0.00104309088508486,9.07328979559718e-07,0.088260131075986,NA,0.0118587023189778,NA,-0.183455701511518,-0.0134414621668501,0.116430155388699,0.016643786749368,-0.0506599390525607,-0.0241343029708403,-0.00406004005476683,0.0208365236920396,0.0240478629926803,-0.00986891672782602,-0.124767611334018,-0.0173127512043068,0.259336615222865,0.0196325958187309,-0.164579840693971,-0.024326887020152,0.0716152275170559,0.035293278994059,0.00573674923593112,-0.0304758219855172,-0.0339814044739591,0.0144332614266373
"t_p_corr_running_c:c_lag2",-0.00223783350885104,1.94657169667862e-06,0.000925049066653272,NA,0.219018695370905,NA,-0.0138955652303902,-0.449098727475457,0.0312104716007256,0.341307666135275,-0.0265684795351515,-0.115113906704506,0.00831354935996802,0.0144338858805355,0.00540374925416296,-0.00386610667108457,-0.00130535833537543,-0.320172899806112,0.0196325958187309,0.656586459536575,-0.0440962738502901,-0.499010588332326,0.037558330378498,0.168322392223791,-0.0117582529458522,-0.0211266493080896,-0.00760940421353483,0.00566093890768187
"t_p_corr_running_e:e_lag3",-0.000471451227606154,4.10090211102302e-07,-0.0469873729289128,NA,-0.0158795617309495,NA,0.116420519933896,0.0301531673904656,-0.187940442656801,-0.0242329417970437,0.109809288945508,0.0208932944784411,-0.0450156207351699,-0.0240768296163452,0.00284047466139545,0.0121557084403327,0.0664240666950364,0.023229319168492,-0.164579840693971,-0.0440962738502901,0.265686631974743,0.0354347840429393,-0.155231636762414,-0.0305453286187458,0.0636349851849101,0.0351980752292143,-0.00400919531009492,-0.0177711881621499
"t_p_corr_running_c:c_lag3",0.00362082006203002,-3.14955774122917e-06,-0.0140157070054241,NA,-0.098878436748034,NA,0.0172209957670602,0.341343857930246,-0.0250940549994296,-0.505123002236469,0.0352588868689075,0.350622838232969,-0.0244659435146301,-0.118113918637486,0.00620907372647285,0.0150000720890035,0.0198094892019745,0.144480744653081,-0.024326887020152,-0.499010588332326,0.0354347840429393,0.738515227359258,-0.0498434212123178,-0.512669836475782,0.0345956424772236,0.172731913513828,-0.00882531976832901,-0.0219450933283467
"t_p_corr_running_e:e_lag4",-0.000808984978333045,7.03692770550348e-07,0.00667615397020827,NA,0.00807662545545504,NA,-0.0506626664278691,-0.0256985709074988,0.10981552916278,0.0340944504759254,-0.18010947470128,-0.0234025465036458,0.102766843121559,0.0147224810267102,-0.0415596810495955,-0.0103184390179478,-0.00943688326424144,-0.0117887733389019,0.0716152275170559,0.037558330378498,-0.155231636762414,-0.0498434212123178,0.254611233016351,0.0342219433344136,-0.145278180663268,-0.0215340611557004,0.0587614300716866,0.0150896442539511
"t_p_corr_running_c:c_lag4",0.000584210938635615,-5.08173853807038e-07,0.0142846251317154,NA,0.0120806795538223,NA,-0.0249641122545563,-0.115115502173049,0.0216029677765065,0.350634867969274,-0.0242082366504422,-0.509008172926365,0.0295875890977686,0.348369573393393,-0.0188912686213776,-0.10409812760957,-0.020194031867615,-0.0176777539509849,0.035293278994059,0.168322392223791,-0.0305453286187458,-0.512669836475782,0.0342219433344136,0.744220276954738,-0.0418248957208016,-0.509347257129542,0.0266978664601611,0.152200323185441
"t_p_corr_running_e:e_lag5",-0.000343549327790383,2.98835188278097e-07,0.0225609163561831,NA,0.00114393799457595,NA,-0.00405929551207608,0.00803743776121661,-0.0450121107154398,-0.023659693716749,0.102768318843213,0.0286073634893225,-0.166512810866659,-0.0115171533329039,0.0782305291045635,-0.00166041712643935,-0.0318928209840502,-0.00166401914832887,0.00573674923593112,-0.0117582529458522,0.0636349851849101,0.0345956424772236,-0.145278180663268,-0.0418248957208016,0.235389497960687,0.0168358005628109,-0.110585836613577,0.00242897703339551
"t_p_corr_running_c:c_lag5",-0.00542844406247647,4.72191319308578e-06,-0.00927498928396455,NA,0.000302654764076174,NA,0.0215397028634889,0.0143774058435901,-0.0248570236430426,-0.118110326361139,0.0152327564261649,0.348388188347073,-0.011919474209994,-0.455601181063214,0.019934488190938,0.224737624644636,0.0131172276466591,-0.000307582870177203,-0.0304758219855172,-0.0211266493080896,0.0351980752292143,0.172731913513828,-0.0215340611557004,-0.509347257129542,0.0168358005628109,0.666081910590308,-0.0281085542649999,-0.328570114854181
"t_p_corr_running_e:e_lag6",-0.000543885631324995,4.73097025303422e-07,-0.0182416936289136,NA,-0.00686468246666832,NA,0.0240362434198716,0.00519719407086714,0.00284024699528234,0.00603891888398274,-0.0415672706850996,-0.0182575994974698,0.0782263138990024,0.0192209183285199,-0.117529369310077,-0.00593274870544857,0.0257878891547179,0.0100504115706782,-0.0339814044739591,-0.00760940421353483,-0.00400919531009492,-0.00882531976832901,0.0587614300716866,0.0266978664601611,-0.110585836613577,-0.0281085542649999,0.166152272405042,0.0086763195731034
"t_p_corr_running_c:c_lag6",0.00406586624629439,-3.53667961730896e-06,0.00235637063493941,NA,0.00275708508752228,NA,-0.0101960218393414,-0.00381779826739406,0.0125398956924163,0.0149876649820459,-0.0106740963470423,-0.104113637815936,-0.00171074627175898,0.224752191944317,-0.00617557399422651,-0.183953515641277,-0.00333531915844672,-0.00413221228458173,0.0144332614266373,0.00566093890768187,-0.0177711881621499,-0.0219450933283467,0.0150896442539511,0.152200323185441,0.00242897703339551,-0.328570114854181,0.0086763195731034,0.268944471504712
